count,date,title,description,org_link,link
60,2024-08-13 14:01:00,국내서도 AI로 성향 분석 후 맞춤형 투자 제안 가능해진다,국내에서도 <b>인공지능</b>(AI) 기술을 활용해 고객의 투자 이력이나 소비 행태를 분석한 뒤 맞춤형 투자 포트폴리오를 짜주는 금융상품이 나올 수 있게 된다. 금융위원회는 13일 금융업에 생성형 AI 도입을 확대하는 내용을 담은... ,https://www.hankookilbo.com/News/Read/A2024081310450002601?did=NA,https://n.news.naver.com/mnews/article/469/0000817517?sid=101
61,2024-08-13 14:01:00,"금융사도 이제 챗GPT 쓴다…금융위, ‘샌드박스’로 망분리 규제완화 추진",연내부터는 금융사도 챗GPT 등 클라우드 기반의 구독형(SaaS) <b>인공지능</b>(AI)을 마음껏 활용해 업무 효율성을 높일 수 있게 된다. 본래 보안을 이유로 불가능했던 외부망 이용이 가능해지기 때문이다. 정부는 규제 샌드박스... ,https://news.heraldcorp.com/view.php?ud=20240813050479,https://n.news.naver.com/mnews/article/016/0002349331?sid=101
62,2024-08-13 14:01:00,"&quot;산업용·친환경 섬유, 2030년 글로벌 점유율 10% 목표&quot;",이번 전략은 △첨단 산업용 섬유 육성 △섬유패션 밸류체인의 친환경 전환 △<b>인공지능</b>(AI)ㆍ디지털 적용 확산 △섬유패션산업 기반 강화 등 4대 분야에 집중됐다. 글로벌 섬유패션산업의 친환경 전환 요구에 대응하고... ,http://www.edaily.co.kr/news/newspath.asp?newsid=02794566638986992,https://n.news.naver.com/mnews/article/018/0005810468?sid=101
63,2024-08-13 14:01:00,"금융권 생성형 AI 활용↑…당국, 망분리 개선 로드맵 발표",규제 샌드박스를 통해 생성형 AI(<b>인공지능</b>) 도입을 허용하고 중장기적으로 법체계를 만들어 보안상의 문제가 없도록 안전장치를 마련한다는 게 골자다. 금융위원회는 김병환 금융위원회 위원장 주재로 민간 보안... ,https://view.asiae.co.kr/article/2024081216330468788,https://n.news.naver.com/mnews/article/277/0005458609?sid=101
64,2024-08-13 14:01:00,금융권 망분리 규제 특례 시행…생성형AI 활용 가능해진다,금융위원회가 인터넷 차단(망 분리) 규제를 단계별로 개선해 금융업권의 생성형 <b>인공지능</b>(AI)과 서비스형 소프트웨어(SaaS) 등을 활용할 수 있게 하기로 했다. 13일 오후 김포 KB국민은행 통합IT센터에서 열린 '금융분야 망... ,https://zdnet.co.kr/view/?no=20240813104030,https://n.news.naver.com/mnews/article/092/0002341928?sid=105
65,2024-08-13 14:01:00,"'서울 옆세권' 과천과천지구, 드디어 나온다…2029년 분양 시작","국토부는 선바위역과 경마공원역 사이 용지를 ‘역세권 복합개발존’으로 설정해, <b>인공지능</b>(AI)과 반도체 등 첨단산업을 육성한다는 구상이다. 대공원역 옆 자족용지는 특별계획구역으로 지정한다. 의료시설을 허용... ",https://www.hankyung.com/article/202408130277i,https://n.news.naver.com/mnews/article/015/0005021190?sid=101
66,2024-08-13 14:01:00,"&quot;아마존 베드록서 AI 안정성 확보하고, 데이터 연결 강화한다&quot;","아마존웹서비스(AWS)가 기업들이 원하는 맞춤형 생성형 <b>인공지능</b>(AI) 솔루션을 제공하기 위해 기능 고도화에 나섰다. 특히 생성형 AI의 고질적 문제인 '할루시네이션(환각)'을 탐지하는 기능을 추가하고, 기업이... ",http://www.fnnews.com/news/202408131047307894,https://n.news.naver.com/mnews/article/014/0005227105?sid=105
67,2024-08-13 14:01:00,&quot;금융사 생성형 AI 활용 허용&quot;,금융 당국이 ‘망분리 규제’를 허물어 금융회사가 챗GPT 등 <b>인공지능</b>(AI) 서비스를 쓸 수 있도록 했다. 13일 금융위원회는 경기도 김포 KB국민은행 통합 IT센터에서 김병환 금융위원장 주재로 열린 간담회에서 이 같은... ,https://www.sedaily.com/NewsView/2DD02HLD3V,https://n.news.naver.com/mnews/article/011/0004379710?sid=101
68,2024-08-13 14:01:00,"세종시, '차세대 AI 활용' 도시 교통 문제 해결한다","세종시가 차세대 <b>인공지능</b>(AI)을 활용해 교통상황 예측에 나선다. 시는 과학기술정보통신부의 '차세대 <b>인공지능</b>(AI) 융합' 공모사업에 선정, <b>인공지능</b> 기술을 통해 도시 교통 문제 해결에 착수했다고 13일 밝혔다. 이... ",https://www.daejonilbo.com/news/articleView.html?idxno=2149421,https://n.news.naver.com/mnews/article/656/0000101225?sid=102
69,2024-08-13 14:00:00,금융사도 생성형 AI 개인신용평가에 적용한다,규제특례 오픈 소스 활용 길 열려…대출리스크 관리·상품 개발 가능 올해 가명 정보로 활용…성과 나면 내년부터 개인신용평가에 활용 '자율보안-결과책임 원칙' 따라 新 금융보안 체계 구축 금융사가 '생성형 <b>인공지능</b>... ,https://www.dt.co.kr/contents.html?article_no=2024081302109963077002&ref=naver,https://n.news.naver.com/mnews/article/029/0002894954?sid=101
70,2024-08-13 14:00:00,과천 공공택지에 1만가구 신축 아파트…2029년 분양 시작,"선바위역과 경마공원역 사이 자족용지는 <b>인공지능</b>(AI), 반도체 등 미래산업이 입주할 수 있도록 계획했다. 대공원역 옆 자족용지는 특별계획구역으로 지정해 의료시설을 허용 용도로 포함한다. 바이오, 의료사업... ",https://www.yna.co.kr/view/AKR20240813090900003?input=1195m,https://n.news.naver.com/mnews/article/001/0014872768?sid=101
71,2024-08-13 14:00:00,'넛크래커'된 韓 패션섬유산업…핵심기술 확보로 다시 살린다,"강화되는 글로벌 환경 규제에 대응하기 위해 친환경 섬유 소재 개발과 제조공정의 친환경 전환, <b>인공지능</b>(AI)을 활용한 자동화 등 지원도 강화한다. 산업통상자원부는 13일 오후 서울 강남구 섬유센터에서 안덕근 산업부... ",https://www.yna.co.kr/view/AKR20240813076000003?input=1195m,https://n.news.naver.com/mnews/article/001/0014872776?sid=103
72,2024-08-13 14:00:00,김병환 &quot;금융사 망분리 규제 완화&quot;...생성형 AI 개발 지원,금융권에서는 망분리가 생성형 <b>인공지능</b>(AI) 등 최첨단 기술 활용에 걸림돌이었던 만큼 규제 완화가 금융AI 고도화의 발판이 될 것으로 기대하고 있다. 금융위원회는 13일 김병환 위원장 주재로 민간 보안 전문가와... ,https://www.newspim.com/news/view/20240813000412,https://www.newspim.com/news/view/20240813000412
73,2024-08-13 14:00:00,"산업부, 2030년 섬유 세계시장 점유율 10% 달성 목표…&quot;섬유패션강국 도약&quot;","시장 수요를 예측하는 <b>인공지능</b>(AI) 시스템을 개발하고, 인력 부족이 심한 공정을 대상으로 자동화 설비를 대거 보급한다. 석·박사급 전문 인력도 2028년까지 1000명을 양성할 계획이다. 산업통상자원부는 13일 강남... ",https://www.newspim.com/news/view/20240813000288,https://www.newspim.com/news/view/20240813000288
74,2024-08-13 14:00:00,10년 된 금융권 망분리 규제 개선한다…금융사도 생성형AI 활용,"앞으로 금융사도 내부 업무망 PC를 통해 챗GPT 등 생성형 <b>인공지능</b>(AI)을 활용할 수 있고, 클라우드 기반 '서비스형 소프트웨어'(SaaS)도 더욱 많은 업무 범위에서 이용할 수 있다. 금융위원회는 13일 김병환 금융위원장... ",https://www.yna.co.kr/view/AKR20240813065300002?input=1195m,https://n.news.naver.com/mnews/article/001/0014872777?sid=101
75,2024-08-13 14:00:00,망분리 규제완화 로드맵 나왔다…금융사 생성형AI 연내 허용,"빠르면 올해 말부터 금융권에서도 생성형 <b>인공지능</b>(AI) 활용이 가능해질 전망이다. 금융위원회는 13일 경기 김포 KB국민은행 통합IT센터에서 김병환 금융위원장 주재로 민간 보안 전문가들과 금융협회, 금융감독원... ",https://www.newsis.com/view/NISX20240813_0002848209,https://n.news.naver.com/mnews/article/003/0012726249?sid=101
76,2024-08-13 14:00:00,김병환 금융위원장 &quot;디지털 금융혁신 위해 망분리 과감히 개선&quot;,"이어 &quot;금융회사가 생성형 <b>인공지능</b>(AI)을 활용할 수 있도록 규제 특례를 허용하고, 클라우드 기반의 구독형 프로그램(SaaS)의 활용 범위를 대폭 확대할 것&quot;이라며 &quot;연구개발 환경의 망분리를 개선해 혁신적인 금융상품을... ",https://www.newsway.co.kr/news/view?ud=2024081313142344065,https://www.newsway.co.kr/news/view?ud=2024081313142344065
77,2024-08-13 14:00:00,"화성시, '비봉면 중심' 스마트도시 농촌 리빙랩 시민참여단 모집","스마트도시 리빙랩(Living-Lab)이란 시민들이 자신이 거주하고 있는 지역의 문제를 발굴하고 <b>인공지능</b>(AI), 빅데이터, 사물인터넷 등 새로운 정보통신 기술을 활용한 해결방안을 도출해 시와 함께 해결해나가는 시민참여... ",https://www.onews.tv/news/articleView.html?idxno=215839,https://www.onews.tv/news/articleView.html?idxno=215839
78,2024-08-13 14:00:00,준강남 과천에 신축 아파트 1만가구 풀린다... 국토부 지구계획 승인,선바위역과 경마공원역 사이 자족용지는 '역세권 복합개발존'으로 설정해 AI(<b>인공지능</b>)·반도체 등 미래 첨단산업이 입주할 수 있게 한다. '양재R&amp;D(연구개발) 혁신지구-과천과천 지구-과천지식정보타운'으로 이어지는... ,http://news.mt.co.kr/mtview.php?no=2024081311255395671,https://n.news.naver.com/mnews/article/008/0005076480?sid=101
79,2024-08-13 14:00:00,"금융위, 망분리 로드맵 발표…생성형 AI·SaaS 활용 범위 확대",금융당국은 생성형 <b>인공지능</b>(AI)과 클라우드 기반의 구독형(SaaS) 프로그램의 활용을 막은 망분리 규제를 손질해 금융산업의 발전을 촉진하겠다는 방침이다. 중장기적으로는 디지털금융보안법 제정을 통해 효율적인... ,http://www.edaily.co.kr/news/newspath.asp?newsid=02771606638986992,https://n.news.naver.com/mnews/article/018/0005810461?sid=101
80,2024-08-13 14:00:00,"미래에셋증권 WM강남파이낸스센터, ‘마스터스 아카데미 1기’ 출범",이번 행사에서는 ‘마스터스 아카데미’ 출범을 기념하여 한국<b>인공지능</b>협회 권영우 부회장의 ‘챗(Chat)GPT를 활용한 기업 경영계획 수립 및 산업 분석’을 주제로 세미나를 실시한다. 또 2023년 2월부터 진행된 ‘금융... ,http://www.fnnews.com/news/202408131313292476,https://n.news.naver.com/mnews/article/014/0005227097?sid=101
81,2024-08-13 14:00:00,힘센충남 민선8기 공약 '충남 이스포츠 메카 조성 속도 낸다!',"먼저, 게임 배경음악(OST) 오케스트라 '플래직' , 남자 아이돌그룹 '엔카이브'의 공연이 진행되고, <b>인공지능</b>(AI) 놀이터, 아케이드 게임, 코스프레 포토존, 과학 교육, 두뇌 게임, 만들기 체험 등 40여 개의 체험 부스를... ",https://www.gukjenews.com/news/articleView.html?idxno=3065562,https://www.gukjenews.com/news/articleView.html?idxno=3065562
82,2024-08-13 14:00:00,11년 만에 망분리 시동…금융사도 생성형 AI 활용한 서비스 출시 가능,"금융위, 13일 '금융분야 망분리 개선 로드맵' 발표 아주경제=안선영 기자 asy728@ajunews.com 금융당국이 <b>인공지능</b>(AI)·클라우드 서비스 활용 등 국내 금융 산업의 디지털 혁신을 촉진하기 위해 망분리 규제 완화에 나선다.... ",https://www.ajunews.com/view/20240813073355057,https://www.ajunews.com/view/20240813073355057
83,2024-08-13 14:00:00,금융권 '염원' 망분리 규제 개선 청사진 나왔다,"금융당국은 망분리 완화를 통해 금융회사들도 생성형 <b>인공지능</b>(AI), 클라우드 기반 응용 프로그램 등을 더욱 적극 활용할 수 있을 것으로 내다보고 있다. 새로운 정보통신 기술 사용이 더욱 용이해진다는 얘기다. 이를 통해... ",http://news.bizwatch.co.kr/article/finance/2024/08/13/0009,https://n.news.naver.com/mnews/article/648/0000028173?sid=101
84,2024-08-13 14:00:00,글로벌 트렌드 변화에 따른 한국형 무기획득 프레임워크 정립 방안1),"급속도로 발전하는 <b>인공지능</b>, 드론 등 첨단과학기술을 적기에 활용할 수 있도록 국방 분야 전력증강 프로세스를 전면 보완하고, 제도 개선 및 조직 개편을 추진하여 그 효율성과 신속성을 보장하기 위한... ",http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54336,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54336
85,2024-08-13 14:00:00,"'갈라파고스 규제' 금융사 망분리, 10년만에 풀린다",빠르면 올 하반기부터 생성형 AI(<b>인공지능</b>)을 활용한 혁신적인 금융서비스 출시가 가능해진다. 클라우드 기반의 응용 프로그램(SaaS) 이용 범위도 대폭 확대돼 금융회사의 업무 생산성이 향상된다. 중장기적으로는 디지털... ,http://news.mt.co.kr/mtview.php?no=2024081307012856546,https://n.news.naver.com/mnews/article/008/0005076484?sid=101
86,2024-08-13 14:00:00,김병환 &quot;충분한 안전장치 전제로 망분리 규제 개선 추진&quot;,"그는 &quot;그간 망분리라는 우산 속에서 각종 보안 위협을 피할 수 있었지만 클라우드, <b>인공지능</b>(AI) 등 급변하는 IT 환경 하에서 일률적인 망분리 의무화 정책은 우리나라에만 존재하는 대표적인 '갈라파고스 규제'로서 국내... ",https://www.dailian.co.kr/news/view/1395476/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002861689?sid=101
87,2024-08-13 14:00:00,제12회 미래와소프트웨어 꿈찾기 캠프 13~14일 개최,초·중학생 대상의 대표적인 진로캠프로 자리매김한 미래와소프트웨어 꿈찾기 캠프는 연 4회 열리는 소프트웨어(SW)·<b>인공지능</b>(AI) 체험교육 캠프다. 이번 제12회 캠프에는 250여명의 초·중학생이 13~14일 이틀 동안 AI... ,http://www.itdaily.kr/news/articleView.html?idxno=226029,http://www.itdaily.kr/news/articleView.html?idxno=226029
88,2024-08-13 14:00:00,"LG전자, ‘AI 가전' 알리는 서바이벌 리얼리티쇼 제작",LG 오리지널 콘텐츠인 하우스 오브 서바이벌 포스터./LG전자 LG전자가 LG AI(<b>인공지능</b>) 가전의 차별화된 고객 경험과 편리함을 알리는 서바이벌 리얼리티쇼를 제작해 공개했다. LG전자는 13일 아마존 산하의 글로벌... ,http://www.metroseoul.co.kr/article/20240813500295,http://www.metroseoul.co.kr/article/20240813500295
89,2024-08-13 14:00:00,올해부터 금융사도 '생성형 AI' 활용한다…규제 샌드박스 허용,이르면 연내 국내 금융사들도 챗GPT 등 외부 생성형 AI(<b>인공지능</b>)를 활용한 고객 서비스를 제공할 수 있게 된다. 금융위원회는 13일 오후 경기도 김포시 KB국민은행 통합 IT센터에서 '금융분야 망분리 개선 로드맵'을... ,https://www.news1.kr/finance/financial-policy/5509007,https://n.news.naver.com/mnews/article/421/0007727825?sid=101
